Citation,Entity Empowered,Triggering Event,Location,Powers Invoked,Specific Agency
33 U.S.C. § 3061,"Department of Commerce - National Oceanic and Atmospheric Administration,Department of Defense - Department of the Navy,POTUS or Executive Office of the President of the United States","Natural Disaster,Act of War,Presidential Emergency Declarations,Presidential Major Disaster Declaration",Both,"Military Readiness,""Troop, Uniformed Service, or National Guard Deployment""",Department of Commerce - National Oceanic and Atmospheric Administration
