Citation,Entity Empowered,Triggering Event,Location,Powers Invoked,Specific Agency
50 U.S.C. § 3809,Selective Service System,"Declaration of War,Act of War,NEA Emergency Declaration",Both,"""Troop, Uniformed Service, or National Guard Deployment""",Selective Service System
