Citation,Entity Empowered,Triggering Event,Location
49 U.S.C. § 20104(a)(1),"Department of Transportation,Department of Transportation - Federal Railroad Administration","Natural Disaster,Health Emergency,Potential Public Health Emergency,Act of War,Terrorism",Domestic
