Citation,Entity Empowered,Triggering Event,Location,Powers Invoked,Specific Agency
National Security Presidential Directive 33,"Department of Defense,Department of Homeland Security,Department of Education,Broadly applies to any relevant federal agency,Department of State",No triggering event - Capacity Building,Both,Research and Development,Department of Education
