Citation,Entity Empowered,Triggering Event,Location,Powers Invoked,Specific Agency
35 U.S.C. § 181,"Department of Defense,Department of Commerce - Patent and Trademark Office","Act of War,Declaration of War",Both,Waiver,Department of Commerce - Patent and Trademark Office
